Username,Followers,Confidence,Score_tag,Agreement,Subjectivity,Irony,Tweet
duckuccino,192,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""WAS BRAN REALLY NOT WEARING PANTS WTF"""
noorabdallah24,183,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
kidsainteasy,16,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Sansa Stark Is Not Here For Whiny Fans Who Want A GoT Season 8 Redo https://t.co/dNCg71nY1H https://t.co/Xc0rqCRS05"""
Fabio_Gomes08,237,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
mikeyy_collins,428,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @XSHE_KAE: This man Tyrion beat more court cases than OJ lmaoo"""
skyhighloop,46,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Justonered,263,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
knifefightpro,17,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Fred_Delicious: Game of Thrones is similar to Rick &amp; Morty in that its fans make it fucking unbearable"""
TendaiMatsika,357,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Susan_H_Stanley,6877,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""It's weird to say this, but I feel as though the season-by-season quality of Game of Thrones correlated to the amount of on-screen nudity."""
RyaFlanagan,145,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
missjordiejane,336,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
MargauxBellec,431,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @majtague: HBO subscribers after tonight https://t.co/w4NWyBYpa9"""
sasukedasilva,1063,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
siriusomfg,497,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
clentelle,61,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""did the writers forget about this dany or"""
john_chris_1,1106,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @De11eDonne: Thank you @RealSportsHBO for spending some time with us! Tune in tonight at 10 PM ET on @HBO ! https://t.co/Ea01TXUDFY"""
KabiruM10580699,4863,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mreazi: All of the above https://t.co/mDItjcXI8W"""
spidertonystark,9506,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
cheyannare,75,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
FEMEN_Promo,348,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Sticker de Narutsu sur other daenerys got mad https://t.co/MXuXo3t9Hv https://t.co/kMYQ60VsgM"""
jkjmfeminist,351,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
HazirMze,151,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
TonydGarges,141,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
kayladurnian,247,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
xlPSRlx,143,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
HeroinGrandson,58,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
Fei95238373,6,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""That's me exactly right now"""
yungsnickers,1411,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
slacktivistor,3009,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC,"""RT @nafbinauwal: @Mochievous Love is more powerful than reason.
Tyrion Lannister"""
salvatoregarg1,270,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Suarezchuks,15805,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
CotodelaOtto,14,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
tomasino_jon,1685,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
Pocchie_,94,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
westerosgenius,822,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @sansascstark: sansa stark's abusers all dead and her thriving as queen, all that matters to me. https://t.co/CMUQq05ywY"""
GayScottSummers,333,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
zaitzevaxel,299,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
bigrigoleksiak,119,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
LaurenJamesNV,233,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Daenerys deserved better. Thank you for coming to my Ted Talk."""
dracosnina,5028,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
vicktoriuh,490,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Makeup artist Jon snow!"""
_saltnburn,634,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
shefancysthat,704,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Game of thrones"""
ninagamaa,278,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
BarchieBellark2,344,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @sansastckr: me thinking about how sansa is QITN vs me remembering the rest of the finale https://t.co/wlzWRC8tcd"""
Itzarianaa_,1288,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @stopactingpussy: I will not watch game of thrones dat jus aint my thing"""
Get__Carter,317,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @paddypower: Game Of Thrones has finished. So it's only right we made a Fan Denial on the finale! https://t.co/vGn8Dsahg6"""
andresmub,206,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Miss_Pryceless,182,92,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""@stephdawborn I guess so. Like Tyrion said - no one is really happy so it's a good compromise."""
berry20tbh,1515,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
blikovanuj,105,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
miguelpr10,563,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
dione_moneta,819,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
MandoHellion,280,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""Khal Drogo is still bae"""
mcuheartx,364,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @persrephones: robb stark in heaven looking down at sansa https://t.co/jbYx51ch4c"""
benniejonzun,83,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @De11eDonne: Thank you @RealSportsHBO for spending some time with us! Tune in tonight at 10 PM ET on @HBO ! https://t.co/Ea01TXUDFY"""
helloxyvil,500,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Anastasia_bacq,347,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
mathild_cml,131,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
ItsMijii_,434,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @patfusssssy: Hewo https://t.co/EoV1PXSnwy"""
Corporate_tired,51,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Sundiata_X: Then threatened to slit Yara's throat for demanding justice for her murdered queen https://t.co/V6qsXmwxFH"""
kaabixshi,325,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
gwinter93,530,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
Xeraku,559,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danytargyryen: team targaryen for life https://t.co/ua36eaVDig"""
sarabncn,713,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
dominicru,6275,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Not sure whether Elon Musk is real or a spinoff from HBO's Silicon Valley https://t.co/TdQG5Zx5Em"""
llues_mtnz,41,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @amonstercaIIs: Tag yourself i'm Arya https://t.co/h4LkWhVaS8"""
WifiMeisje,17,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Game of Thrones Piracy in Russia: 180,000 Takedowns, Mirror Wars &amp; Capitulation https://t.co/TtIJqWoYh9"""
BradipoWayway,715,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @AmeliaLKD: *sighs deeply*
GAME OF THRONES MEN AS SANDWICHES: A THREAD https://t.co/3dpbrvtiKV"""
willona_si,206,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
nicollecmy,350,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @KhattarKhalifa: arya defending family with the biggest dick energy #GameofThrones https://t.co/TQPijYYhxA"""
LaBella_Roma,133,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
AnimPreko,1273,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
munecamari,193,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
kissedbythefire,158,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""||; Sansa Stark owns my heart. 

    No one else. 

Maybe Kit and Alfie. But mostly Sansa."""
AdryGomezCuesta,276,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
daniellock04,62,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
AndreaThisWeek,1186,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @DtCamJansen: Guys, N.K. Jemisin's fantasy is nothing like Game of Thrones, and *that* is why I read it. (nods) https://t.co/Icg7UFJV9V"""
leire_gp,60,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
rileyschoales,78,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
jols98,1471,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @De11eDonne: Thank you @RealSportsHBO for spending some time with us! Tune in tonight at 10 PM ET on @HBO ! https://t.co/Ea01TXUDFY"""
cicada_is_bug,5,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
JsingstoRice,204,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
laurnathomson,955,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""decided i want to read the game of thrones books right now. this minute."""
CaamilaBaaez,568,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
RyleiY,6,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
alexlomas_,408,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
_Mulder6,176,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
RunicGuardsman,56,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
queenlelo_m,7020,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
_softsound_,1735,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
Ashleighbae22,278,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
ginnyllovessyou,243,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
poiu500,217,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
Stanloche,89,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
sansalogy,332,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""the most powerful pair in westeros https://t.co/MYthEJmnlV"""
margaerytxell,140,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
Waltdodiaz,13,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
AkabayashiSoma,89,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
umbreange,95,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
VFPresident,228,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
bilzyb,2182,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ClinicallyLuxe: The search bar. https://t.co/YXC4PdIinD"""
chorona0_0,2014,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
MiraydanerA,70,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @emilliasclarke: daenerys' last word to jon is ""together."" and jon's last word to daenerys is ""always."" https://t.co/OGwWjAoCvF"""
ShadowCoon_,853,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
cammvallone,141,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
MB05_,233,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
calirestinpeace,17,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @idkkkayla: it's true and she should say it https://t.co/4TgQIpXE17"""
matsgv,124,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""why are daenerys stans still blaming other characters for her bad ending please"""
_DubzyWubzy_,261,100,P,AGREEMENT,OBJECTIVE,NONIRONIC,"""Nobody:

Everybody who hated #GameOfThrones ending: Bran didn't participate and still got an A. https://t.co/0lz4Z8fNtM"""
veraciu,921,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
momentssiIence,169,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@Hozier r.i.p game of thrones https://t.co/7FtfTS5ExP"""
gorim_,21,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
GoverehTerrence,20,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
carolboliveira1,262,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
elisitpoppin,158,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
Adamthedanosaur,56,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @miracleofsound: Game Of Thrones fans: 'Worst ending ever!' 
Mass Effect fans: https://t.co/ioHwquP1Np"""
isosensation,23,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @GALACTEON: Allura, Lotor, &amp; Daenerys are all drinking tea together in the afterlife"""
pixitits,189,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
sarahwithanhpls,357,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
itsparisbrooke,193,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
sxbrinah,1013,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
bana_naisu,171,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @oathkeepers_: game of thrones season 8 a summary https://t.co/h9rsOn42yj"""
aaronbesson,362,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Game of Thrones gifs and the designer behind them https://t.co/b9sssoEPu7 #InsideDesign via @InvisionApp"""
LuisNovalive,690,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
AnaelicCosplay,1359,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
omoi_namida,76,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
RoguishBiker,981,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""""Y'know who goes t' Hell? Lannister stans."""""
rodhrimartins,2,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @boredpanda: 50 Game Of Thrones Finale Memes That People Can At Least Laugh About #GameOfThrones #memes
https://t.co/FtjTsiLiOw"""
ABedShipKink,496,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@motelsonthemoon @starkrings Same!I was hoping Bran will mention Meera,But that was too much to ask for."""
booth_nicolle,65,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @MlNOTAURUS: The winner of Game of Thrones receives a one year supply of Anastasia Beverly Hills Cosmetics and a cash prize of $100,000"""
takeucloudnine,387,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @jitka: It would be funny if next Sunday there was just another episode of Game of Thrones"""
melsyra,162,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
herrwieger,270,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Grady_Booch: A story better than Game of Thrones: IBM 360 Model 20 Rescue and Restoration https://t.co/YGAn47zwlF"""
ItsAlmasK,2773,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ItsAlmasK: I told you Bran will win the Game of Thrones. #GoT https://t.co/qiXKa3Dxou"""
Im_ThatBigGuy,678,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
realjimmy_O,3390,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
KleverVivian,30,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ladyadorabeezle: Arya..... Thanks to the cast and crew of GOT for the beautiful work! #GameOfThones https://t.co/yUJCnalu91"""
Archisha17,572,100,N,AGREEMENT,OBJECTIVE,NONIRONIC,"""@khalesus Just send this to them next time https://t.co/jt5QBqJ2LK"""
BenR_Experience,683,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Not hard enough if you let a Starbucks cup and 2 water bottles appear on the final cut."""
FCRebeldesBH,4654,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Crossover event"""
eleonoreriggby,64,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Cabrini24,2048,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @JackPosobiec: I guess Jon Snow thought slay queen was a suggestion instead of just a hashtag. Oops!
https://t.co/D03hQnSZKJ"""
BoardDylan,1112,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
jess__ciccio,310,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @TomScibelli: So Jon Snow being Aegon Targaryen and the rightful heir to the Iron Throne just ends up totally not mattering?"""
MelodyBhm_,2792,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
Sonlen_Monk,546,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
oumasbastard,108,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""Game Of Thrones sit down please"""
sophifn,172,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
CorbetSimon,43,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
XizLz,29,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
didimatts,802,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
boldromanoff,1558,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @persrephones: robb stark in heaven looking down at sansa https://t.co/jbYx51ch4c"""
ReturnIrish,14,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""@AdamRBeauchamp @EmmaArts22 @getFANDOM @HBO The only big man, is you ya lump. A diet is what you need."""
LionHdz25,326,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
